科目,Account Number,Account (Line): Name,Type,Subsidiary,Date,Document Number,Transaction Number,Vendor Name,JE Name,Split,Memo,Description,Department,Class: Name,Cost Items,Nature,Amount,Type.1,Irregular?,Entity Level Dept,Month (YYMM),BU Level Dept,Unnamed: 23
IT費用,41430.0,Online Utilities and Software License Fees,Bill,AnyMind Japan Inc,2025-12-30,UPSIDER_D2C_202512,VENDBILL441099,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202512,,D2C Solutions,forencos,IT expenses,,3268.0,Local,,D2C,2025-12-01,BC,
IT費用,41430.0,Online Utilities and Software License Fees,Bill,AnyMind Japan Inc,2025-12-31,202512-BC-6A79-497P-外販,VENDBILL443334,VEN0015047 株式会社ロジレス,,80010 - Accounts Payable : Trade Creditors,12月外販ブランド利用分,12月外販ブランド利用分,D2C Solutions,AnyTag,IT expenses,,20000.0,Local,,D2C,2025-12-01,BC,
IT費用,41430.0,Online Utilities and Software License Fees,Bill,AnyMind Japan Inc,2025-12-31,202512-BC-6A79-497P-外販,VENDBILL443334,VEN0015047 株式会社ロジレス,,80010 - Accounts Payable : Trade Creditors,12月外販ブランド利用分,12月外販ブランド利用分,D2C Anylogi,AnyLogi,IT expenses,,2189520.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-01,JEAJP0023826,JOURNAL243203,CUS0013359 D2C_TikTok,,- Split -,TikTok入金_waterpik_12/1,TikTok入金_waterpik_決済手数料,D2C Anylogi,waterpik,IT expenses,,14024.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-01,JEAJP0023797,JOURNAL243174,CUS0013359 D2C_TikTok,,- Split -,TikTok入金_Forencos_12/1,TikTok入金_Forencos_決済手数料,D2C Anylogi,forencos,IT expenses,,319194.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-01,JEAJP0023772,JOURNAL243024,CUS0008628 D2C_Amazon,,- Split -,Amazon入金(mizuho)_ADVANCED CLINICALS_12/1,Amazon入金(mizuho)_ADVANCED CLINICALS_支出,D2C Anylogi,Advanced Clinicals,IT expenses,,2204817.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-01,JEAJP0023827,JOURNAL243204,CUS0013359 D2C_TikTok,,- Split -,TikTok入金_ADVANCED CLINICALS_12/1,TikTok入金_ADVANCED CLINICALS_決済手数料,D2C Anylogi,Advanced Clinicals,IT expenses,,2789716.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-01,JEAJP0023614,JOURNAL241268,CUS0005406 D2C_shopify,,- Split -,shopify入金_waterpik_12/1,shopify入金_waterpik_決済手数料,D2C Anylogi,waterpik,IT expenses,,8414.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-01,JEAJP0023775,JOURNAL243027,CUS0008628 D2C_Amazon,,- Split -,Amazon入金(mizuho)_waterpik_12/1,Amazon_waterpik_支出,D2C Anylogi,waterpik,IT expenses,,663665.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-01,JEAJP0023738,JOURNAL242725,CUS0005406 D2C_shopify,,- Split -,komoju入金_waterpik_12/01,komoju入金_waterpik_決済手数料,D2C Anylogi,waterpik,IT expenses,,2852.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-05,JEAJP0023778,JOURNAL243030,CUS0008628 D2C_Amazon,,- Split -,Amazon入金(mizuho)_Forecos_12/5,Amazon入金(mizuho)_Forecos_支出,D2C Anylogi,forencos,IT expenses,,100453.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-05,JEAJP0023767,JOURNAL243018,CUS0005406 D2C_shopify,,- Split -,shopify入金_ADVANCED CLINICALS_12/5,shopify入金_ADVANCED CLINICALS_決済手数料,D2C Anylogi,Advanced Clinicals,IT expenses,,666.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-08,JEAJP0023777,JOURNAL243029,CUS0008628 D2C_Amazon,,- Split -,Amazon入金(mizuho)_The Breath Co_12/8,Amazon入金(mizuho)_The Breath Co_支出,D2C Anylogi,The Breath Co,IT expenses,,2222307.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-12,JEAJP0023768,JOURNAL243019,CUS0005406 D2C_shopify,,- Split -,shopify入金_ADVANCED CLINICALS_12/12,shopify入金_ADVANCED CLINICALS_決済手数料,D2C Anylogi,Advanced Clinicals,IT expenses,,353.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-15,JEAJP0024036,JOURNAL244792,CUS0008629 D2C_Rakuten,,- Split -,Rakuten_payout_1215,waterpik  後払い決済手数料控除,D2C Anylogi,waterpik,IT expenses,,227.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-15,JEAJP0024036,JOURNAL244792,CUS0008629 D2C_Rakuten,,- Split -,Rakuten_payout_1215,Anys Store(ADVANCED CLINICALS)  後払い決済手数料控除,D2C Anylogi,Advanced Clinicals,IT expenses,,909.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-15,JEAJP0023828,JOURNAL243205,CUS0013359 D2C_TikTok,,- Split -,TikTok入金_ADVANCED CLINICALS_12/15,TikTok入金_ADVANCED CLINICALS_決済手数料,D2C Anylogi,Advanced Clinicals,IT expenses,,1066241.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-15,JEAJP0023825,JOURNAL243202,CUS0013359 D2C_TikTok,,- Split -,TikTok入金_Forencos_12/15,TikTok入金_Forencos_決済手数料,D2C Anylogi,forencos,IT expenses,,253821.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-15,JEAJP0023773,JOURNAL243025,CUS0008628 D2C_Amazon,,- Split -,Amazon入金(mizuho)_ADVANCED CLINICALS_12/15,Amazon入金(mizuho)_ADVANCED CLINICALS_支出,D2C Anylogi,Advanced Clinicals,IT expenses,,3263561.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-15,JEAJP0023776,JOURNAL243028,CUS0008628 D2C_Amazon,,- Split -,Amazon入金(mizuho)_waterpik_12/15,Amazon_waterpik_支出,D2C Anylogi,waterpik,IT expenses,,7965125.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-19,JEAJP0023868,JOURNAL243308,CUS0008628 D2C_Amazon,,- Split -,Amazon入金(mizuho)_Forecos_12/19,Amazon入金(mizuho)_Forecos_支出,D2C Anylogi,forencos,IT expenses,,159805.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-19,JEAJP0023838,JOURNAL243278,CUS0005406 D2C_shopify,,- Split -,shopify入金_forencos_12/19,shopify入金_forencos_決済手数料,D2C Anylogi,forencos,IT expenses,,169.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-19,JEAJP0023837,JOURNAL243277,CUS0005406 D2C_shopify,,- Split -,shopify入金_ADVANCED CLINICALS_12/19,shopify入金_ADVANCED CLINICALS_決済手数料,D2C Anylogi,Advanced Clinicals,IT expenses,,1081.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-22,JEAJP0023867,JOURNAL243307,CUS0008628 D2C_Amazon,,- Split -,Amazon入金(mizuho)_The Breath Co_12/22,Amazon入金(mizuho)_The Breath Co_支出,D2C Anylogi,The Breath Co,IT expenses,,3169627.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-22,JEAJP0024025,JOURNAL244710,CUS0008630 D2C_Popup,,- Split -,ファミセ_2512,Square手数料,D2C Anylogi,AnyLogi,IT expenses,,1796.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-22,JEAJP0023860,JOURNAL243300,,CUS0005406 D2C_shopify,- Split -,paidy payout_2025年11月分(12月入金)_waterpik,paidy_waterpik_決済手数料,D2C Creator,waterpik,IT expenses,,636.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-25,JEAJP0024030,JOURNAL244735,CUS0008627 D2C_Qoo10,,- Split -,ebay入金_Qoo10_ADVANCED CLINICALS_1225,Qoo10_ADVANCED CLINICALS_決済手数料,D2C Anylogi,Advanced Clinicals,IT expenses,,3053962.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-25,JEAJP0024032,JOURNAL244742,CUS0008627 D2C_Qoo10,,- Split -,ebay入金_Qoo10_forencos_1225,Qoo10_forencos_決済手数料,D2C Anylogi,forencos,IT expenses,,2526947.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-25,JEAJP0024033,JOURNAL244745,CUS0008627 D2C_Qoo10,,- Split -,ebay入金_Qoo10_The Breath co_1225,Qoo10_The Breath co_決済手数料,D2C Anylogi,The Breath Co,IT expenses,,420477.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-26,JEAJP0023973,JOURNAL244635,CUS0005406 D2C_shopify,,- Split -,shopify入金_forencos_12/26,shopify入金_forencos_決済手数料,D2C Anylogi,forencos,IT expenses,,63.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-26,JEAJP0023972,JOURNAL244634,CUS0005406 D2C_shopify,,- Split -,shopify入金_ADVANCED CLINICALS_12/26,shopify入金_ADVANCED CLINICALS_決済手数料,D2C Anylogi,Advanced Clinicals,IT expenses,,594.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-29,JEAJP0023971,JOURNAL244633,CUS0008628 D2C_Amazon,,- Split -,Amazon入金(mizuho)_waterpik_12/29,Amazon_waterpik_支出,D2C Anylogi,waterpik,IT expenses,,5955195.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-29,JEAJP0023968,JOURNAL244629,CUS0008628 D2C_Amazon,,- Split -,Amazon入金(mizuho)_ADVANCED CLINICALS_12/29,Amazon入金(mizuho)_ADVANCED CLINICALS_支出,D2C Anylogi,Advanced Clinicals,IT expenses,,1324761.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Bill,AnyMind Japan Inc,2025-12-30,UPSIDER_D2C_202512,VENDBILL441099,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202512,,D2C Solutions,waterpik,IT expenses,,860.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Bill,AnyMind Japan Inc,2025-12-30,UPSIDER_D2C_202512,VENDBILL441099,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202512,,D2C Solutions,Advanced Clinicals,IT expenses,,7139.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-30,JEAJP0024038,JOURNAL244815,CUS0008629 D2C_Rakuten,,- Split -,Rakuten_payout_AnyLogi_1230,waterpik_ポイント付与料,D2C Anylogi,waterpik,IT expenses,,166029.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-30,JEAJP0024038,JOURNAL244815,CUS0008629 D2C_Rakuten,,- Split -,Rakuten_payout_AnyLogi_1230,Advanced Clinicals_システム利用料_広告掲載料,D2C Anylogi,Advanced Clinicals,IT expenses,,203069.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-30,JEAJP0024038,JOURNAL244815,CUS0008629 D2C_Rakuten,,- Split -,Rakuten_payout_AnyLogi_1230,forencos_後払い決済手数料控除,D2C Anylogi,forencos,IT expenses,,227.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-30,JEAJP0024038,JOURNAL244815,CUS0008629 D2C_Rakuten,,- Split -,Rakuten_payout_AnyLogi_1230,waterpik_後払い決済手数料控除,D2C Anylogi,waterpik,IT expenses,,227.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-30,JEAJP0024038,JOURNAL244815,CUS0008629 D2C_Rakuten,,- Split -,Rakuten_payout_AnyLogi_1230,forencos_システム利用料_広告掲載料,D2C Anylogi,forencos,IT expenses,,78048.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-30,JEAJP0024038,JOURNAL244815,CUS0008629 D2C_Rakuten,,- Split -,Rakuten_payout_AnyLogi_1230,The Breath Co_ポイント付与料,D2C Anylogi,The Breath Co,IT expenses,,4606.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-30,JEAJP0023974,JOURNAL244636,CUS0005406 D2C_shopify,,- Split -,shopify入金_waterpik_12/30,shopify入金_waterpik_決済手数料,D2C Anylogi,waterpik,IT expenses,,5742.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-30,JEAJP0024038,JOURNAL244815,CUS0008629 D2C_Rakuten,,- Split -,Rakuten_payout_AnyLogi_1230,forencos_ポイント付与料,D2C Anylogi,forencos,IT expenses,,2650.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-30,JEAJP0024038,JOURNAL244815,CUS0008629 D2C_Rakuten,,- Split -,Rakuten_payout_AnyLogi_1230,Advanced Clinicals_後払い決済手数料控除,D2C Anylogi,Advanced Clinicals,IT expenses,,909.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-30,JEAJP0024038,JOURNAL244815,CUS0008629 D2C_Rakuten,,- Split -,Rakuten_payout_AnyLogi_1230,Advanced Clinicals_ポイント付与料,D2C Anylogi,Advanced Clinicals,IT expenses,,9071.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-30,JEAJP0024038,JOURNAL244815,CUS0008629 D2C_Rakuten,,- Split -,Rakuten_payout_AnyLogi_1230,waterpik_システム利用料_広告掲載料,D2C Anylogi,waterpik,IT expenses,,600068.0,Local,,D2C,2025-12-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-12-30,JEAJP0024038,JOURNAL244815,CUS0008629 D2C_Rakuten,,- Split -,Rakuten_payout_AnyLogi_1230,The Breath Co_システム利用料_広告掲載料,D2C Anylogi,The Breath Co,IT expenses,,157633.0,Local,,D2C,2025-12-01,BC,
業務委託費,42610.0,Other Outsourced Services - recurring service,Bill,AnyMind Japan Inc,2025-12-15,AnyLogi-2025012,VENDBILL435069,VEN0059470 XUE YU,,80011 - Accounts Payable : Non-trade Creditors,BASE FOOD　カスタマーサービス費用 (11月分）8日分（33.8H）,BASE FOOD　カスタマーサービス費用 (11月分）10日分（44.3H）,D2C Anylogi,Crossborder,Other outsourced services,Outsourced - Long term,51521.0,Local,,D2C,2025-12-01,BC,
業務委託費,42610.0,Other Outsourced Services - recurring service,Bill,AnyMind Japan Inc,2025-12-31,202512-AnyLogi,VENDBILL445014,VEN0046166 悦慧王,,80010 - Accounts Payable : Trade Creditors,2025年12月分CS業務,CS業務,D2C Anylogi,AnyLogi,Other outsourced services,Outsourced - Long term,227273.0,Local,,D2C,2025-12-01,BC,
業務委託費,42610.0,Other Outsourced Services - recurring service,Bill,AnyMind Japan Inc,2025-12-31,202512-25122601-BC,VENDBILL445681,VEN0070848 Baby Company Inc,,80011 - Accounts Payable : Non-trade Creditors,,業務委託料,Brand Commerce & Marketing,BC,Other outsourced services,Outsourced - Short term,400000.0,Local,,D2C,2025-12-01,BC,
業務委託費,42610.0,Other Outsourced Services - recurring service,Bill,AnyMind Japan Inc,2025-12-31,202512-AnyLogi,VENDBILL445017,VEN0066704 悠友奥田,,80011 - Accounts Payable : Non-trade Creditors,12月分 AnyLogi Sales 補助,AnyLogi,D2C Anylogi,AnyLogi,Other outsourced services,Outsourced - Long term,136364.0,Local,,D2C,2025-12-01,BC,
業務委託費,42620.0,Other Outsourced Services - non-recurring service,Bill,AnyMind Japan Inc,2025-12-31,202512-BC_2509268,VENDBILL444998,VEN0068986 日本トータルテレマーケティング株式会社,,80010 - Accounts Payable : Trade Creditors,CS 対応業務,CS 対応業務,Brand Commerce & Marketing,BC,Other outsourced services,,616876.0,Local,,D2C,2025-12-01,BC,
業務委託費,42620.0,Other Outsourced Services - non-recurring service,Bill,AnyMind Japan Inc,2025-12-31,AnyLogi-202512−BC,VENDBILL443353,VEN0058242 陽介岡村,,80011 - Accounts Payable : Non-trade Creditors,成分表記確認費用,Dr. Melaxine先行納品分成分規制チェック&日本語成分名称(全成分表示)作成,Brand Commerce & Marketing,BC,Other outsourced services,Outsourced - Long term,96000.0,Local,,D2C,2025-12-01,BC,
一般管理費,48010.0,General Expenses,Bill,AnyMind Japan Inc,2025-12-30,UPSIDER_D2C_202512,VENDBILL441099,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202512,,D2C Solutions,BC,General expenses,,5127.0,Local,,D2C,2025-12-01,BC,
人材採用 (中途採用),48050.0,Recruitment,Bill,AnyMind Japan Inc,2025-12-30,UPSIDER_D2C_202512,VENDBILL441099,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202512,,D2C Solutions,BC,Recruitment,,8936.0,Local,,D2C,2025-12-01,BC,
一般管理費,48060.0,Employee Welfare,Bill,AnyMind Japan Inc,2025-12-30,UPSIDER_D2C_202512,VENDBILL441099,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202512,,D2C Solutions,BC,General expenses,,569544.0,Local,,D2C,2025-12-01,BC,
一般管理費,48151.0,Warehouse expenses - Fixed fee,Journal,AnyMind Japan Inc,2025-12-29,JEAJP0023887,JOURNAL243505,,VEN0025137 ケイヒン配送株式会社,- Split -,ケイヒン配送買掛金（外販+相模原分）をAJP⇒4Mに振替_2511,2円消込,D2C Solutions,Enterprise,General expenses,,-2.0,Local,,D2C,2025-12-01,BC,
一般管理費,48151.0,Warehouse expenses - Fixed fee,Bill,AnyMind Japan Inc,2025-12-31,202512-AVC-倉庫料,VENDBILL443622,VEN0071687 株式会社ダイワコーポレーション,,80010 - Accounts Payable : Trade Creditors,一部按分：AVC-202512-POAJP0005542,倉庫料,Brand Commerce & Marketing,Advanced Clinicals,General expenses,,373500.0,Local,,D2C,2025-12-01,BC,
一般管理費,48151.0,Warehouse expenses - Fixed fee,Bill,AnyMind Japan Inc,2025-12-31,202512-AnyLogi-外販,VENDBILL443669,VEN0025137 ケイヒン配送株式会社,,80010 - Accounts Payable : Trade Creditors,12月プロダクトクライアント利用分,12月プロダクトクライアント利用分,D2C Anylogi,AnyLogi,General expenses,,1558911.0,Local,,D2C,2025-12-01,BC,
一般管理費,48151.0,Warehouse expenses - Fixed fee,Bill,AnyMind Japan Inc,2025-12-31,AnyLogi−202512−内販,VENDBILL443658,VEN0025137 ケイヒン配送株式会社,,80010 - Accounts Payable : Trade Creditors,12月自社ブランド利用分,12月自社ブランド利用分,D2C Creator,Creator,General expenses,,1695750.0,Local,,D2C,2025-12-01,BC,
一般管理費,48151.0,Warehouse expenses - Fixed fee,Bill,AnyMind Japan Inc,2025-12-31,UPSIDER決済-AVC-COGS-2512,VENDBILL443724,VEN0037994 SWF GROUP LTD,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER決済-AVC-COGS-2512,保管料/棚卸費用,D2C Solutions,Advanced Clinicals,General expenses,,752000.0,Local,,D2C,2025-12-01,BC,
一般管理費,48160.0,"Postage, Freight and Courier",Bill,AnyMind Japan Inc,2025-12-30,UPSIDER_D2C_202512,VENDBILL441099,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202512,,D2C Solutions,BC,General expenses,,809.0,Local,,D2C,2025-12-01,BC,
一般管理費,48160.0,"Postage, Freight and Courier",Bill,AnyMind Japan Inc,2025-12-30,UPSIDER_D2C_202512,VENDBILL441099,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202512,,D2C Solutions,AnyLogi,General expenses,,1345.0,Local,,D2C,2025-12-01,BC,
